name,email,phone,links,role,skills,education,experience_years,summary
Pam Gray,kjcguywt@email.com,"+1 6835002601
",https://linkedin.com/in/vqrcizfqci; https://github.com/futfglyfds,Data Analyst,tableau; power bi; r; pandas; c++; machine learning; statistics; git; docker; data wrangling; data cleaning; etl pipelines; model deployment; mlops,,8,"A dedicated and results-driven Healthcare Data Analyst with over 8 years of experience in data
analysis, machine learning, and predictive modeling.
Skilled in transforming business needs into
technical solutions using modern data science tools and practices. Passionate about solving real-
world problems through data-driven approaches and delivering measurable outcomes."
Leo Evans,ccfronpx@email.com,"+1 7473846367
",https://linkedin.com/in/fhevdxfxrd; https://github.com/hdbkyaoryx,Data Journalist,tableau; power bi; r; numpy; java; machine learning; statistics; git; docker; computer vision; model deployment; data lakes; data ethics; transformers,Bachelor of Science in Cybersecurity,10,"A dedicated and results-driven Data Journalist with over 10 years of experience in data analysis,
machine learning, and predictive modeling.
Skilled in transforming business needs into technical
solutions using modern data science tools and practices. Passionate about solving real-world problems
through data-driven approaches and delivering measurable outcomes."
George Allen,ahgngryo@email.com,"+1 5732227754
",https://linkedin.com/in/vrulyxnrzd; https://github.com/jjdkgwefar,Data Analyst,tableau; power bi; r; machine learning; statistics; git; docker; seaborn; model evaluation; model deployment; data ethics,Bachelor of Engineering in AI and ML,11,"A dedicated and results-driven Transportation Data Analyst with over 11 years of experience in
data analysis, machine learning, and predictive modeling. Skilled in transforming business needs into
technical solutions using modern data science tools and practices. Passionate about solving real-world
problems through data-driven approaches and delivering measurable outcomes."
Katie Williams,iwmavaoi@email.com,"+1 9087412211
",https://linkedin.com/in/kcpcoqydxb; https://github.com/gqaxtjukdv,Knowledge Graph Engineer,tableau; power bi; r; machine learning; statistics; data mining; spark; git; docker; computer vision; etl pipelines; model evaluation; model deployment; mlops; bayesian inference,Bachelor of Science in Mathematics,13,"A dedicated and results-driven Knowledge Graph Engineer with over 13 years of experience in
data analysis, machine learning, and predictive modeling. Skilled in transforming business needs into
technical solutions using modern data science tools and practices. Passionate about solving real-world
problems through data-driven approaches and delivering measurable outcomes."
Tom Carter,rrafes@email.com,"+1 3146800684
",https://linkedin.com/in/rkjixuwlgp; https://github.com/ofawsotthp,Knowledge Graph Engineer,python; tableau; power bi; r; c++; machine learning; deep learning; statistics; git; docker; aws; model deployment; mlops; data ethics,Bachelor of Science in Data Management,15,"A dedicated and results-driven Knowledge Graph Engineer with over 15 years of experience in
data analysis, machine learning, and predictive modeling. Skilled in transforming business needs into
technical solutions using modern data science tools and practices. Passionate about solving real-world
problems through data-driven approaches and delivering measurable outcomes."
Riley Williams,hvpfqnae@email.com,"+1 0683444746
",https://linkedin.com/in/acamhtvkbk; https://github.com/iyszabufhl,Data Analyst,sql; tableau; power bi; r; postgresql; excel; machine learning; statistics; git; docker; etl pipelines; aws; model deployment; data lakes,,12,"A dedicated and results-driven Data Analyst with over 12 years of experience in data analysis,
machine learning, and predictive modeling.
Skilled in transforming business needs into technical
solutions using modern data science tools and practices. Passionate about solving real-world problems
through data-driven approaches and delivering measurable outcomes."
Isla King,hettpruu@email.com,"+1 6727244597
",https://linkedin.com/in/gdmbwdwjme; https://github.com/qjjkluqfuv,Data Analyst,tableau; power bi; r; numpy; machine learning; statistics; git; docker; data cleaning; plotly; etl pipelines; aws; google cloud platform (gcp); model deployment,Master of Science in Geospatial Data Science,13,"A dedicated and results-driven Geospatial Data Analyst with over 13 years of experience in data
analysis, machine learning, and predictive modeling.
Skilled in transforming business needs into
technical solutions using modern data science tools and practices. Passionate about solving real-
world problems through data-driven approaches and delivering measurable outcomes."
Alice Allen,xeibqlsj@email.com,"+1 1313208489
",https://linkedin.com/in/cnaszlhwtd; https://github.com/jzurcjpmay,Data Analyst,tableau; power bi; r; machine learning; statistics; git; docker; data cleaning; computer vision; plotly; etl pipelines; feature engineering; model deployment; transformers,Master of Science in Computer Vision,12,"A dedicated and results-driven Healthcare Data Analyst with over 12 years of experience in
data analysis, machine learning, and predictive modeling. Skilled in transforming business needs into
technical solutions using modern data science tools and practices. Passionate about solving real-world
problems through data-driven approaches and delivering measurable outcomes."
Riley Jones,ogcwrcgi@email.com,"+1 4539356706
",https://linkedin.com/in/nhsvwphjiw; https://github.com/pdtjcjltez,Bi Developer,python; tableau; power bi; r; machine learning; statistics; git; docker; data wrangling; computer vision; matplotlib; aws; model deployment,Bachelor of Science in Data Engineering,12,"A dedicated and results-driven BI Developer with over 12 years of experience in data analysis,
machine learning, and predictive modeling.
Skilled in transforming business needs into technical
solutions using modern data science tools and practices. Passionate about solving real-world problems
through data-driven approaches and delivering measurable outcomes."
Hannah Walker,ldqlljqn@email.com,"+1 4887750370
",https://linkedin.com/in/gvhhwilveb; https://github.com/d,Data Analyst,tableau; power bi; r; java; machine learning; statistics; hadoop; spark; git; docker; data cleaning; model deployment; bayesian inference; dask,Bachelor of Science in Mathematics,15,"A dedicated and results-driven Data Analyst with over 15 years of experience in data analysis,
machine learning, and predictive modeling.
Skilled in transforming business needs into technical
solutions using modern data science tools and practices. Passionate about solving real-world problems
through data-driven approaches and delivering measurable outcomes."
Quinn Johnson,icmlcplq@email.com,"+1 5705350392
",https://linkedin.com/in/lqcnsshgbo; https://github.com/yjojaxnjlh,Data Scientist,tableau; power bi; r; numpy; machine learning; statistics; git; docker; natural language processing; seaborn; etl pipelines; google cloud platform (gcp); model deployment; data lakes; bayesian inference,Master of Science in Computational Statistics,12,"A dedicated and results-driven Sports Data Scientist with over 12 years of experience in data
analysis, machine learning, and predictive modeling.
Skilled in transforming business needs into
technical solutions using modern data science tools and practices. Passionate about solving real-
world problems through data-driven approaches and delivering measurable outcomes."
Ethan Phillips,hkgnxage@email.com,"+1 6094896481
",https://linkedin.com/in/wkiipjgizg; https://github.com/excuwijted,Data Analyst,tableau; power bi; r; pandas; excel; machine learning; statistics; git; docker; etl pipelines; model evaluation; model deployment,Master of Science in Predictive Analytics,7,"A dedicated and results-driven Data Analyst with over 7 years of experience in data analysis,
machine learning, and predictive modeling.
Skilled in transforming business needs into technical
solutions using modern data science tools and practices. Passionate about solving real-world problems
through data-driven approaches and delivering measurable outcomes."
Aaron Parker,rsiwqliw@email.com,"+1 9961878994
",https://linkedin.com/in/zeyttzjqwa; https://github.com/suqjuyuapq,Crm Analyst,sql; tableau; power bi; r; machine learning; statistics; data visualization; data mining; big data; git; docker; data wrangling; model deployment,Master of Science in Machine Learning,9,"A dedicated and results-driven CRM Analyst with over 9 years of experience in data analysis,
machine learning, and predictive modeling.
Skilled in transforming business needs into technical
solutions using modern data science tools and practices. Passionate about solving real-world problems
through data-driven approaches and delivering measurable outcomes."
Toby Smith,yypxwmof@email.com,"+1 3767103711
",https://linkedin.com/in/fwksryifvw; https://github.com/lqgteomllv,Data Scientist,tableau; power bi; r; numpy; machine learning; statistics; data mining; git; docker; model evaluation; model deployment; data lakes; data ethics; fastapi,Bachelor of Science in Robotics and AI,3,"A dedicated and results-driven Data Scientist with over 3 years of experience in data analysis,
machine learning, and predictive modeling.
Skilled in transforming business needs into technical
solutions using modern data science tools and practices. Passionate about solving real-world problems
through data-driven approaches and delivering measurable outcomes."
Jason Anderson,rztxophk@email.com,"+1 1143614452
",https://linkedin.com/in/bmgsalzqrn; https://github.com/vkwgbkjiio,Data Analyst,sql; tableau; power bi; r; machine learning; statistics; spark; git; docker; data wrangling; azure; model evaluation; model deployment; a/b testing,Master of Science in Machine Learning,8,"A dedicated and results-driven Retail Data Analyst with over 8 years of experience in data analysis,
machine learning, and predictive modeling.
Skilled in transforming business needs into technical
solutions using modern data science tools and practices. Passionate about solving real-world problems
through data-driven approaches and delivering measurable outcomes."
Liam Collins,hajvgwqy@email.com,"+1 0921724987
",https://linkedin.com/in/gbfzatvyrj; https://github.com/djschyaspz,Data Engineer,tableau; power bi; r; machine learning; statistics; big data; spark; git; docker; kubernetes; data wrangling; data cleaning; computer vision; model deployment,Bachelor of Science in Industrial Engineering,9,"A dedicated and results-driven Big Data Engineer with over 9 years of experience in data analysis,
machine learning, and predictive modeling.
Skilled in transforming business needs into technical
solutions using modern data science tools and practices. Passionate about solving real-world problems
through data-driven approaches and delivering measurable outcomes."
Hannah Young,xnqwhpqf@email.com,"+1 4613873299
",https://linkedin.com/in/olkzmrcpkz; https://github.com/w,Data Analytics Lead,tableau; power bi; r; pandas; machine learning; deep learning; statistics; data mining; hadoop; git; docker; natural language processing; model deployment; transformers,Bachelor of Science in Data Management,10,"A dedicated and results-driven Data Analytics Lead with over 10 years of experience in data
analysis, machine learning, and predictive modeling.
Skilled in transforming business needs into
technical solutions using modern data science tools and practices. Passionate about solving real-
world problems through data-driven approaches and delivering measurable outcomes."
Uma Green,kkttybmp@email.com,"+1 3232806249
",https://linkedin.com/in/jmrxeomufz; https://github.com/lnyoiswbez,Operations Analyst,python; sql; tableau; power bi; r; numpy; scikit-learn; mysql; machine learning; statistics; data mining; git; docker; model deployment; data lakes; dask,Master of Science in Business Analytics,5,"A dedicated and results-driven Operations Analyst with over 5 years of experience in data analysis,
machine learning, and predictive modeling.
Skilled in transforming business needs into technical
solutions using modern data science tools and practices. Passionate about solving real-world problems
through data-driven approaches and delivering measurable outcomes."
Nina Hall,kkitofuz@email.com,"+1 6640016317
",https://linkedin.com/in/qpvgogzizp; https://github.com/eacdbnmuxw,Data Engineer,sql; tableau; power bi; r; scikit-learn; mysql; c++; machine learning; statistics; big data; git; docker; kubernetes; model deployment; data governance; a/b testing; fastapi,Bachelor of Science in Mathematics,3,"A dedicated and results-driven Data Engineer with over 3 years of experience in data analysis,
machine learning, and predictive modeling.
Skilled in transforming business needs into technical
solutions using modern data science tools and practices. Passionate about solving real-world problems
through data-driven approaches and delivering measurable outcomes."
Katie Miller,fvovrbpj@email.com,"+1 1909761545
",https://linkedin.com/in/tlixetnlax; https://github.com/iiqbskbzgd,Statistical Programmer,python; tableau; power bi; r; machine learning; statistics; git; docker; feature engineering; model deployment; data ethics,Master of Science in Statistics,4,"A dedicated and results-driven Statistical Programmer with over 4 years of experience in data
analysis, machine learning, and predictive modeling.
Skilled in transforming business needs into
technical solutions using modern data science tools and practices. Passionate about solving real-
world problems through data-driven approaches and delivering measurable outcomes."
Charlie Walker,pmbwlimd@email.com,"+1 6156053554
",https://linkedin.com/in/ghjeecbqed; https://github.com/axcpjdvgjk,Data Analyst,sql; tableau; power bi; r; pandas; mysql; postgresql; machine learning; statistics; spark; git; docker; data cleaning; model deployment,Master of Engineering in Computer Science,14,"A dedicated and results-driven Data Analyst with over 14 years of experience in data analysis,
machine learning, and predictive modeling.
Skilled in transforming business needs into technical
solutions using modern data science tools and practices. Passionate about solving real-world problems
through data-driven approaches and delivering measurable outcomes."
Karen Allen,dsoqpruk@email.com,"+1 6327271263
",https://linkedin.com/in/pdgpjniyal; https://github.com/uwcxarbloo,Data Analyst,tableau; power bi; r; java; machine learning; deep learning; statistics; data visualization; git; docker; kubernetes; model deployment; data lakes,,14,"A dedicated and results-driven Healthcare Data Analyst with over 14 years of experience in
data analysis, machine learning, and predictive modeling. Skilled in transforming business needs into
technical solutions using modern data science tools and practices. Passionate about solving real-world
problems through data-driven approaches and delivering measurable outcomes."
George Harris,huecmqdb@email.com,"+1 0142698240
",https://linkedin.com/in/kifcswvrih; https://github.com/hwbwypotdq,Customer Insights Analyst,sql; tableau; power bi; r; scikit-learn; postgresql; java; machine learning; statistics; git; docker; model deployment; mlops; dask,,11,"A dedicated and results-driven Customer Insights Analyst with over 11 years of experience in
data analysis, machine learning, and predictive modeling. Skilled in transforming business needs into
technical solutions using modern data science tools and practices. Passionate about solving real-world
problems through data-driven approaches and delivering measurable outcomes."
Nathan Wright,nlhtfkfo@email.com,"+1 7694647705
",https://linkedin.com/in/gvoduerbbv; https://github.com/nwjmpmjodx,Fraud Analyst,tableau; power bi; r; scikit-learn; machine learning; statistics; spark; git; docker; kubernetes; etl pipelines; feature engineering; model deployment; bayesian inference,,13,"A dedicated and results-driven Fraud Analyst with over 13 years of experience in data analysis,
machine learning, and predictive modeling.
Skilled in transforming business needs into technical
solutions using modern data science tools and practices. Passionate about solving real-world problems
through data-driven approaches and delivering measurable outcomes."
Uma Adams,cvcmotju@email.com,"+1 0279816648
",https://linkedin.com/in/qzimxrmiya; https://github.com/ulhbazlkpk,Quantitative Analyst,tableau; power bi; r; c++; machine learning; statistics; git; docker; data wrangling; natural language processing; model deployment; mlops; eda; transformers; fastapi; dask,Bachelor of Engineering in Information Systems,14,"A dedicated and results-driven Quantitative Analyst with over 14 years of experience in data
analysis, machine learning, and predictive modeling.
Skilled in transforming business needs into
technical solutions using modern data science tools and practices. Passionate about solving real-
world problems through data-driven approaches and delivering measurable outcomes."
Isla Nelson,ecbzilee@email.com,"+1 4085104094
",https://linkedin.com/in/qnifoqxrdk; https://github.com/vuyberrvdg,Analytics Consultant,tableau; power bi; r; machine learning; deep learning; statistics; git; docker; plotly; aws; model deployment,Master of Science in Geospatial Data Science,3,"A dedicated and results-driven Analytics Consultant with over 3 years of experience in data analysis,
machine learning, and predictive modeling.
Skilled in transforming business needs into technical
solutions using modern data science tools and practices. Passionate about solving real-world problems
through data-driven approaches and delivering measurable outcomes."
Olivia Brown,fedgslct@email.com,"+1 7207704894
",https://linkedin.com/in/hfnlfmhxob; https://github.com/aziepsdufu,Ai Engineer,sql; tableau; power bi; r; machine learning; deep learning; statistics; big data; git; docker; natural language processing; matplotlib; aws; model deployment,,11,"A dedicated and results-driven AI Engineer with over 11 years of experience in data analysis, machine
learning, and predictive modeling. Skilled in transforming business needs into technical solutions using
modern data science tools and practices. Passionate about solving real-world problems through data-
driven approaches and delivering measurable outcomes."
Oscar King,elvrqdvv@email.com,"+1 0616910367
",https://linkedin.com/in/hnztumwwur; https://github.com/lrdlvcpipc,Statistical Programmer,tableau; power bi; r; java; machine learning; statistics; git; docker; kubernetes; data cleaning; plotly; feature engineering; model deployment; a/b testing,Bachelor of Technology in Data Science and AI,15,"A dedicated and results-driven Statistical Programmer with over 15 years of experience in data
analysis, machine learning, and predictive modeling.
Skilled in transforming business needs into
technical solutions using modern data science tools and practices. Passionate about solving real-
world problems through data-driven approaches and delivering measurable outcomes."
Alice Reed,eeovnrnf@email.com,"+1 2596767219
",https://linkedin.com/in/bvuubcggpy; https://github.com/oiwxkjosgu,Data Analyst,python; sql; tableau; power bi; r; numpy; postgresql; excel; java; machine learning; deep learning; statistics; git; docker; model deployment; transformers,Master of Science in Geospatial Data Science,6,"A dedicated and results-driven Geospatial Data Analyst with over 6 years of experience in data
analysis, machine learning, and predictive modeling.
Skilled in transforming business needs into
technical solutions using modern data science tools and practices. Passionate about solving real-
world problems through data-driven approaches and delivering measurable outcomes."
Ursula Harris,mygmcyof@email.com,"+1 1973035432
",https://linkedin.com/in/ijjhjwwdif; https://github.com/zvotjevqau,Data Analyst,tableau; power bi; r; excel; machine learning; deep learning; statistics; spark; git; docker; aws; model deployment; transformers; fastapi,Bachelor of Science in Mathematics,3,"A dedicated and results-driven Geospatial Data Analyst with over 3 years of experience in data
analysis, machine learning, and predictive modeling.
Skilled in transforming business needs into
technical solutions using modern data science tools and practices. Passionate about solving real-
world problems through data-driven approaches and delivering measurable outcomes."
Penelope Anderson,eelwlonn@email.com,"+1 4685333295
",https://linkedin.com/in/nxcklnwdlh; https://github.com/wyptzdvvte,Data Architect,python; tableau; power bi; r; pandas; machine learning; statistics; big data; git; docker; model deployment; mlops; dask,Master of Science in Intelligent Systems,14,"A dedicated and results-driven Data Architect with over 14 years of experience in data analysis,
machine learning, and predictive modeling.
Skilled in transforming business needs into technical
solutions using modern data science tools and practices. Passionate about solving real-world problems
through data-driven approaches and delivering measurable outcomes."
Tom Green,hdvj@email.com,"+1 7392240676
",https://linkedin.com/in/bsevxgjvcl; https://github.com/zxhvltimah,Knowledge Graph Engineer,tableau; power bi; r; numpy; excel; machine learning; statistics; big data; git; docker; seaborn; plotly; model deployment; data governance; eda,,6,"A dedicated and results-driven Knowledge Graph Engineer with over 6 years of experience in
data analysis, machine learning, and predictive modeling. Skilled in transforming business needs into
technical solutions using modern data science tools and practices. Passionate about solving real-world
problems through data-driven approaches and delivering measurable outcomes."
Katie Allen,sonnauxt@email.com,"+1 9628615019
",https://linkedin.com/in/xruycsufgv; https://github.com/tjuuyncont,Nlp Engineer,tableau; power bi; r; machine learning; statistics; git; docker; natural language processing; model deployment; transformers; dask,Master of Science in Business Analytics,5,"A dedicated and results-driven NLP Engineer with over 5 years of experience in data analysis,
machine learning, and predictive modeling.
Skilled in transforming business needs into technical
solutions using modern data science tools and practices. Passionate about solving real-world problems
through data-driven approaches and delivering measurable outcomes."
Samantha Lee,btwgexmq@email.com,"+1 6359559433
",https://linkedin.com/in/lnfmh; https://github.com/dsqqtlujfn,Customer Insights Analyst,tableau; power bi; r; excel; machine learning; statistics; data visualization; git; docker; feature engineering; model deployment; data governance; eda,Bachelor of Science in Data Management,13,"A dedicated and results-driven Customer Insights Analyst with over 13 years of experience in
data analysis, machine learning, and predictive modeling. Skilled in transforming business needs into
technical solutions using modern data science tools and practices. Passionate about solving real-world
problems through data-driven approaches and delivering measurable outcomes."
Ryan Martin,ykedbjfb@email.com,"+1 6305967921
",https://linkedin.com/in/nhpqkueqve; https://github.com/zfshocxxjp,Data Analyst,sql; tableau; power bi; r; pandas; mysql; excel; machine learning; statistics; git; docker; kubernetes; seaborn; azure; model deployment,,4,"A dedicated and results-driven Geospatial Data Analyst with over 4 years of experience in data
analysis, machine learning, and predictive modeling.
Skilled in transforming business needs into
technical solutions using modern data science tools and practices. Passionate about solving real-
world problems through data-driven approaches and delivering measurable outcomes."
Ethan Lewis,xkiyxgml@email.com,"+1 7210795756
",https://linkedin.com/in/prxilrtunh; https://github.com/jazqiwbyie,Research Analyst,tableau; power bi; r; numpy; scikit-learn; machine learning; statistics; git; docker; natural language processing; computer vision; azure; model evaluation; model deployment; dask,Bachelor of Science in Articial Intelligence,3,"A dedicated and results-driven Research Analyst with over 3 years of experience in data analysis,
machine learning, and predictive modeling.
Skilled in transforming business needs into technical
solutions using modern data science tools and practices. Passionate about solving real-world problems
through data-driven approaches and delivering measurable outcomes."
Ivy Rodriguez,jbuceeaw@email.com,"+1 8868266089
",https://linkedin.com/in/igvdnoebjx; https://github.com/kggfpekntk,Data Engineer,sql; tableau; power bi; r; postgresql; machine learning; statistics; big data; spark; git; docker; kubernetes; etl pipelines; model deployment,Master of Engineering in Data Engineering,15,"A dedicated and results-driven Data Architect with over 15 years of experience in data analysis,
machine learning, and predictive modeling.
Skilled in transforming business needs into technical
solutions using modern data science tools and practices. Passionate about solving real-world problems
through data-driven approaches and delivering measurable outcomes."
Isla Lee,oavtrlfq@email.com,"+1 1279423799
",https://linkedin.com/in/bycbwitgwb; https://github.com/jekxfdccws,Data Analyst,tableau; power bi; r; excel; machine learning; statistics; spark; git; docker; aws; azure; model deployment; data lakes; bayesian inference; eda,Master of Science in Statistics,7,"A dedicated and results-driven Data Analyst with over 7 years of experience in data analysis,
machine learning, and predictive modeling.
Skilled in transforming business needs into technical
solutions using modern data science tools and practices. Passionate about solving real-world problems
through data-driven approaches and delivering measurable outcomes."
Oscar Stewart,fzpnejwc@email.com,"+1 5010862177
",https://linkedin.com/in/ngdblamxbh; https://github.com/rn,Data Analyst,tableau; power bi; r; numpy; excel; java; machine learning; statistics; data visualization; git; docker; computer vision; etl pipelines; feature engineering; model deployment; hugging face,Bachelor of Arts in Statistics,13,"A dedicated and results-driven Geospatial Data Analyst with over 13 years of experience in data
analysis, machine learning, and predictive modeling.
Skilled in transforming business needs into
technical solutions using modern data science tools and practices. Passionate about solving real-
world problems through data-driven approaches and delivering measurable outcomes."
David Reed,nwjftzfz@email.com,"+1 1944670391
",https://linkedin.com/in/zlsrmxfeii; https://github.com/hwfapcgbtq,Data Analyst,tableau; power bi; r; machine learning; deep learning; statistics; data visualization; git; docker; natural language processing; model deployment; data ethics; dask,Master of Science in Business Intelligence,11,"A dedicated and results-driven Data Analyst with over 11 years of experience in data analysis,
machine learning, and predictive modeling.
Skilled in transforming business needs into technical
solutions using modern data science tools and practices. Passionate about solving real-world problems
through data-driven approaches and delivering measurable outcomes."
Alice Thomas,nxnzfcif@email.com,"+1 6006850645
",https://linkedin.com/in/dvxshqrvna; https://github.com/vipboldfch,Analytics Consultant,sql; tableau; power bi; r; machine learning; statistics; big data; git; docker; data wrangling; model deployment; mlops; data governance; a/b testing,Master of Science in Computational Statistics,13,"A dedicated and results-driven Analytics Consultant with over 13 years of experience in data
analysis, machine learning, and predictive modeling.
Skilled in transforming business needs into
technical solutions using modern data science tools and practices. Passionate about solving real-
world problems through data-driven approaches and delivering measurable outcomes."
Karen Mitchell,glurlvjp@email.com,"+1 6930213994
",https://linkedin.com/in/ssevukauey; https://github.com/jictiqbzav,Data Scientist,tableau; power bi; r; scikit-learn; machine learning; statistics; data mining; git; docker; data wrangling; seaborn; matplotlib; model deployment; eda; dask,Bachelor of Science in Economics and Data Science,10,"A dedicated and results-driven Sports Data Scientist with over 10 years of experience in data
analysis, machine learning, and predictive modeling.
Skilled in transforming business needs into
technical solutions using modern data science tools and practices. Passionate about solving real-
world problems through data-driven approaches and delivering measurable outcomes."
Quinn Flores,esrzmvuy@email.com,"+1 0435907758
",https://linkedin.com/in/mtqrpvjmhl; https://github.com/zbkdoygcsn,Data Analyst,tableau; power bi; r; java; machine learning; statistics; hadoop; git; docker; kubernetes; data cleaning; computer vision; model evaluation; model deployment; data ethics; hugging face; fastapi,,7,"A dedicated and results-driven Financial Data Analyst with over 7 years of experience in data
analysis, machine learning, and predictive modeling.
Skilled in transforming business needs into
technical solutions using modern data science tools and practices. Passionate about solving real-
world problems through data-driven approaches and delivering measurable outcomes."
Tom Scott,xqwjhfqv@email.com,"+1 7071096863
",https://linkedin.com/in/eheoeyzhgw; https://github.com/naygvetgsr,Data Analyst,tableau; power bi; r; machine learning; deep learning; statistics; data visualization; git; docker; model deployment; hugging face; dask,,4,"A dedicated and results-driven Product Data Analyst with over 4 years of experience in data
analysis, machine learning, and predictive modeling.
Skilled in transforming business needs into
technical solutions using modern data science tools and practices. Passionate about solving real-
world problems through data-driven approaches and delivering measurable outcomes."
Xavier Green,llmjxxys@email.com,"+1 7006245412
",https://linkedin.com/in/sucpzlizqp; https://github.com/mcptjqkmsq,Data Analyst,python; tableau; power bi; r; scikit-learn; machine learning; statistics; git; docker; seaborn; plotly; model evaluation; model deployment,Bachelor of Science in Industrial Engineering,13,"A dedicated and results-driven Product Data Analyst with over 13 years of experience in data
analysis, machine learning, and predictive modeling.
Skilled in transforming business needs into
technical solutions using modern data science tools and practices. Passionate about solving real-
world problems through data-driven approaches and delivering measurable outcomes."
Hannah Evans,vntubuoc@email.com,"+1 3315946198
",https://linkedin.com/in/ltdwninela; https://github.com/rsbqhhrazs,Data Strategist,tableau; power bi; r; numpy; c++; machine learning; statistics; git; docker; model deployment; mlops; data governance; eda; dask,Bachelor of Science in Economics and Data Science,4,"A dedicated and results-driven Data Strategist with over 4 years of experience in data analysis,
machine learning, and predictive modeling.
Skilled in transforming business needs into technical
solutions using modern data science tools and practices. Passionate about solving real-world problems
through data-driven approaches and delivering measurable outcomes."
Charlie Nelson,,"+1 6671668784
",https://linkedin.com/in/yejdgdutct; https://github.com/cmwwfvazwi,Data Analytics Lead,tableau; power bi; r; machine learning; statistics; data mining; big data; spark; git; docker; data cleaning; matplotlib; model deployment,Bachelor of Science in Mathematics,4,"A dedicated and results-driven Data Analytics Lead with over 4 years of experience in data analysis,
machine learning, and predictive modeling.
Skilled in transforming business needs into technical
solutions using modern data science tools and practices. Passionate about solving real-world problems
through data-driven approaches and delivering measurable outcomes."
Zane Murphy,xhdfqqsv@email.com,"+1 7611714003
",https://linkedin.com/in/nkxxwsppda; https://github.com/xdyjcheuzh,Data Engineer,sql; tableau; power bi; r; postgresql; machine learning; statistics; git; docker; matplotlib; plotly; azure; google cloud platform (gcp); model deployment,Bachelor of Science in Data Engineering,14,"A dedicated and results-driven Data Science Manager with over 14 years of experience in data
analysis, machine learning, and predictive modeling.
Skilled in transforming business needs into
technical solutions using modern data science tools and practices. Passionate about solving real-
world problems through data-driven approaches and delivering measurable outcomes."
Katie Edwards,pwmlwave@email.com,"+1 2638194399
",https://linkedin.com/in/vlxosmtecs; https://github.com/rvgcrhcypw,Growth Analyst,sql; tableau; power bi; r; machine learning; statistics; data visualization; git; docker; computer vision; model deployment; data governance; data ethics,,13,"A dedicated and results-driven Growth Analyst with over 13 years of experience in data analysis,
machine learning, and predictive modeling.
Skilled in transforming business needs into technical
solutions using modern data science tools and practices. Passionate about solving real-world problems
through data-driven approaches and delivering measurable outcomes."
Ryan Wright,rumccbyw@email.com,"+1 2325651546
",https://linkedin.com/in/xfzbkcppko; https://github.com/oktmcjvetv,Data Engineer,tableau; power bi; r; machine learning; deep learning; statistics; big data; spark; git; docker; matplotlib; google cloud platform (gcp); model deployment; mlops; data governance; transformers,Bachelor of Science in Cognitive Science,12,"A dedicated and results-driven Big Data Engineer with over 12 years of experience in data analysis,
machine learning, and predictive modeling.
Skilled in transforming business needs into technical
solutions using modern data science tools and practices. Passionate about solving real-world problems
through data-driven approaches and delivering measurable outcomes."
Karen Parker,dkbbqusq@email.com,"+1 2157134336
",https://linkedin.com/in/eshfgkqqnv; https://github.com/gmmykpyoaw,Ai Product Manager,tableau; power bi; r; machine learning; statistics; data mining; git; docker; model deployment; eda; fastapi,Bachelor of Science in Data Science,5,"A dedicated and results-driven AI Product Manager with over 5 years of experience in data
analysis, machine learning, and predictive modeling.
Skilled in transforming business needs into
technical solutions using modern data science tools and practices. Passionate about solving real-
world problems through data-driven approaches and delivering measurable outcomes."
Karen Baker,tghusvky@email.com,"+1 3557575772
",https://linkedin.com/in/mcpcgszlaa; https://github.com/bivpjgssqa,Nlp Engineer,tableau; power bi; r; numpy; scikit-learn; machine learning; statistics; spark; git; docker; seaborn; plotly; model evaluation; model deployment; data governance; data ethics,Master of Science in Intelligent Systems,11,"A dedicated and results-driven NLP Engineer with over 11 years of experience in data analysis,
machine learning, and predictive modeling.
Skilled in transforming business needs into technical
solutions using modern data science tools and practices. Passionate about solving real-world problems
through data-driven approaches and delivering measurable outcomes."
Frank Miller,yjqrorlj@email.com,"+1 0609203310
",https://linkedin.com/in/fvyreqxtoo; https://github.com/ccaiepngkk,Operations Analyst,tableau; power bi; r; scikit-learn; machine learning; statistics; data visualization; git; docker; computer vision; aws; google cloud platform (gcp); feature engineering; model deployment,Master of Science in Quantitative Finance,11,"A dedicated and results-driven Operations Analyst with over 11 years of experience in data analysis,
machine learning, and predictive modeling.
Skilled in transforming business needs into technical
solutions using modern data science tools and practices. Passionate about solving real-world problems
through data-driven approaches and delivering measurable outcomes."
Hannah Phillips,yyjkqpou@email.com,"+1 5293036814
",https://linkedin.com/in/zujmvkmbyz; https://github.com/gzoyfegkce,Data Analyst,tableau; power bi; r; scikit-learn; excel; machine learning; statistics; git; docker; data cleaning; etl pipelines; model deployment; eda,,6,"A dedicated and results-driven Transportation Data Analyst with over 6 years of experience in
data analysis, machine learning, and predictive modeling. Skilled in transforming business needs into
technical solutions using modern data science tools and practices. Passionate about solving real-world
problems through data-driven approaches and delivering measurable outcomes."
Vanessa Adams,dvthyjxr@email.com,"+1 3461051841
",https://linkedin.com/in/nqywsrlcwc; https://github.com/kphrpncdyy,Data Scientist,sql; tableau; power bi; r; postgresql; machine learning; statistics; data visualization; git; docker; matplotlib; model deployment; a/b testing,Master of Science in Quantitative Finance,7,"A dedicated and results-driven Sports Data Scientist with over 7 years of experience in data
analysis, machine learning, and predictive modeling.
Skilled in transforming business needs into
technical solutions using modern data science tools and practices. Passionate about solving real-
world problems through data-driven approaches and delivering measurable outcomes."
